title,album_id,positive,negative,neutral
кировский завод,10,0.275139719247818,0.38492217659950256,0.10375863313674927
долой гопоту!,10,0.320831298828125,0.21734751760959625,0.06372499465942383
я никому не нужен,10,0.04604391008615494,0.2814156115055084,0.4301573634147644
прогулка,10,0.08757384121417999,0.38492217659950256,0.23935934901237488
иван факов,10,0.2509227991104126,0.20690405368804932,0.09535945951938629
соловьи,10,0.10088862478733063,0.287777841091156,0.1824355274438858
розовая вода,10,0.22271016240119934,0.3923468291759491,0.16886694729328156
чойболсан,10,0.40734341740608215,0.348655104637146,0.008071991614997387
марионетки,11,0.1294127255678177,0.2568419873714447,0.16452647745609283
маска,11,0.1732981950044632,0.33459946513175964,0.08510905504226685
ром,11,0.07808816432952881,0.2814156115055084,0.14805719256401062
гробовщик,11,0.05501529201865196,0.275139719247818,0.3140605390071869
дочка вурдалака,11,0.2689514458179474,0.320831298828125,0.09269777685403824
свой среди чужих,11,0.08510905504226685,0.3415925204753876,0.1732981950044632
отражение,11,0.22271016240119934,0.3415925204753876,0.09535945951938629
"та, что смотрит из пруда",11,0.0695517510175705,0.33459946513175964,0.1778208613395691
в гостях у соседа,11,0.21207880973815918,0.3276783227920532,0.1067005917429924
хозяин таверны,11,0.13661839067935944,0.19194278120994568,0.15611489117145538
писатель гудвин,11,0.1824355274438858,0.23935934901237488,0.05835584178566933
джокер,11,0.1732981950044632,0.2509227991104126,0.13297423720359802
пляски на могиле,11,0.22816647589206696,0.24509501457214355,0.1067005917429924
матерый волк,11,0.1732981950044632,0.18714269995689392,0.22816647589206696
продавец кошмаров,11,0.10375863313674927,0.3007555902004242,0.20182321965694427
город мертвецов,11,0.06755668669939041,0.23371636867523193,0.33459946513175964
в доме суета,12,0.053413331508636475,0.3276783227920532,0.287777841091156
гробовщик,12,0.05501529201865196,0.275139719247818,0.3140605390071869
в гостях у соседа,12,0.21207880973815918,0.3276783227920532,0.1067005917429924
верная жена,12,0.1097157895565033,0.3007555902004242,0.14805719256401062
любовь и пропеллер,12,0.21734751760959625,0.320831298828125,0.07808816432952881
садовник,12,0.13661839067935944,0.14805719256401062,0.20690405368804932
проказник скоморох,12,0.1520422399044037,0.23371636867523193,0.12253321707248688
тень клоуна,13,0.1067005917429924,0.23935934901237488,0.05835584178566933
дагон,13,0.14805719256401062,0.20690405368804932,0.16452647745609283
двое против всех,13,0.20182321965694427,0.3415925204753876,0.07370626926422119
в париж - домой,13,0.11280541121959686,0.15611489117145538,0.24509501457214355
ричард гордон,13,0.07370626926422119,0.3775506913661957,0.18714269995689392
фред,13,0.16027602553367615,0.3415925204753876,0.13661839067935944
санта клаус,13,0.08270734548568726,0.21207880973815918,0.10088862478733063
кода,13,0.053413331508636475,0.4378334879875183,0.3007555902004242
невидимка,13,0.08036746829748154,0.38492217659950256,0.19194278120994568
a.m.t.v.,13,0.08036746829748154,0.44553956389427185,0.275139719247818
ходит зомби,13,0.1097157895565033,0.41490885615348816,0.07586817443370819
смешной пистолет,13,0.3629792034626007,0.2568419873714447,0.051855459809303284
вестник,13,0.051855459809303284,0.348655104637146,0.2689514458179474
клеймённый огнём,13,0.1824355274438858,0.3923468291759491,0.14034625887870789
тринадцатая рана,13,0.03515484184026718,0.3629792034626007,0.01283121295273304
суфлёр,13,0.08270734548568726,0.4378334879875183,0.1732981950044632
послание,14,0.1067005917429924,0.23371636867523193,0.2568419873714447
театральный демон,14,0.08757384121417999,0.14034625887870789,0.1732981950044632
киногерой,14,0.1259327530860901,0.40734341740608215,0.14805719256401062
фокусник,14,0.10375863313674927,0.3007555902004242,0.20690405368804932
танец злобного гения,14,0.09010298550128937,0.20690405368804932,0.41490885615348816
энди кауфман,14,0.0695517510175705,0.18714269995689392,0.33459946513175964
мадам жоржетт,14,0.24509501457214355,0.19194278120994568,0.09535945951938629
бунтарь,14,0.09269777685403824,0.3629792034626007,0.23935934901237488
тёмный учитель,14,0.1067005917429924,0.4378334879875183,0.2509227991104126
король вечного сна,14,0.08757384121417999,0.1294127255678177,0.12253321707248688
бал лицемеров,14,0.1067005917429924,0.320831298828125,0.20182321965694427
защитники,14,0.20182321965694427,0.22271016240119934,0.15611489117145538
добрые люди (хор нищих),15,0.1259327530860901,0.2568419873714447,0.07586817443370819
баллада о бедном цирюльнике (ария бродяги),15,0.2509227991104126,0.2814156115055084,0.056662432849407196
каторжник (ария тодда),15,0.08510905504226685,0.3998216390609741,0.14415885508060455
пирожки от ловетт (хор нищих и бродяг),15,0.09269777685403824,0.23935934901237488,0.22816647589206696
праздник крови (ария судьи),15,0.04604391008615494,0.23935934901237488,0.13661839067935944
машина смерти (ария ловетт и мясника),15,0.21734751760959625,0.14805719256401062,0.14805719256401062
смертный приговор (ария тодда и мясника),15,0.02369946800172329,0.20690405368804932,0.6723417043685913
признание ловетт (ария ловетт),15,0.1732981950044632,0.38492217659950256,0.09269777685403824
первая кровь (ария священника и тодда),15,0.12253321707248688,0.287777841091156,0.1067005917429924
новая пирожковая (ария благородной толпы),15,0.14415885508060455,0.1824355274438858,0.23371636867523193
счастье? (ария тодда),15,0.546748161315918,0.14415885508060455,0.028446035459637642
смерть на балу (ария солиста и тодда),16,0.14805719256401062,0.320831298828125,0.1097157895565033
маленький остров (ария ловетт),16,0.7371681928634644,0.10375863313674927,0.01972912810742855
неупокоенный (ария тодда),16,0.1097157895565033,0.275139719247818,0.14415885508060455
выход судьи (ария судьи),16,0.14415885508060455,0.1778208613395691,0.2689514458179474
христова невеста (дуэт элизы и тодда),16,0.3998216390609741,0.22271016240119934,0.026769286021590233
священник больше ничего не скажет (ария тодда),16,0.03623005375266075,0.19194278120994568,0.348655104637146
небесный суд (дуэт судьи и тодда),16,0.05501529201865196,0.6513648629188538,0.051855459809303284
почему ты жива? (ария тодда),16,0.03964884206652641,0.41490885615348816,0.1520422399044037
смерть ловетт (ария ловетт),16,0.23371636867523193,0.1732981950044632,0.1778208613395691
на краю (последняя ария тодда),16,0.09269777685403824,0.44553956389427185,0.06372499465942383
